Date and Time,Temperature,Relative Humidity
2020-09-11 14:30:39.474178+12:00,21.639999389648438,43.310001373291016
2020-09-11 14:30:44.455378+12:00,21.579999923706055,44.08000183105469
2020-09-11 14:30:49.475224+12:00,21.579999923706055,44.08000183105469
2020-09-11 14:30:54.455888+12:00,22.329999923706055,69.08000183105469
2020-09-11 14:30:59.421774+12:00,24.110000610351562,86.81999969482422
2020-09-11 14:31:04.421134+12:00,24.690000534057617,92.05000305175781
2020-09-11 14:31:09.425295+12:00,25.489999771118164,94.29000091552734
2020-09-11 14:31:14.411518+12:00,28.959999084472656,94.87999725341797
2020-09-11 14:31:19.398947+12:00,32.209999084472656,95.16999816894531
2020-09-11 14:31:24.350445+12:00,32.27000045776367,95.37000274658203
2020-09-11 14:31:29.377539+12:00,32.63999938964844,95.37000274658203
